#<#tasks> <#config> <#data> <#vms> <#buckets> <#bucket_ranges> <max_running_time> <max_financial_cost>
151	5	355	5	1	3	1000	500000

#<task_id> <activity_id> <task_type__0-VM__1-VM_FX> <vm_cpu_time> <n_input> [<id_input>...] <n_output> [<id_output>...]
1	1	1	0.006115394993685186	1	[1]	1	[2]
2	1	1	0.027663190034218132	1	[3]	1	[4]
23	1	1	0.03548616694752127	1	[19]	1	[20]
26	1	1	0.05203753104433417	1	[25]	1	[26]
733	1	1	0.017172641935758293	1	[124]	1	[125]
802	1	1	0.02527384797576815	1	[204]	1	[205]
803	1	1	0.0229939769487828	1	[206]	1	[207]
808	1	1	0.041412119986489415	1	[216]	1	[217]
815	1	1	0.03553447301965207	1	[230]	1	[231]
817	1	1	0.007086148019880056	1	[234]	1	[235]
821	1	1	0.04912161303218454	1	[242]	1	[243]
822	1	1	0.03619621298275888	1	[244]	1	[245]
1293	1	1	0.04354163899552077	1	[444]	1	[445]
1298	1	1	0.01061214692890644	1	[454]	1	[455]
1303	1	1	0.016079042106866837	1	[464]	1	[465]
1304	1	1	0.02316310501191765	1	[466]	1	[467]
1305	1	1	0.023630130919627845	1	[468]	1	[469]
1313	1	1	0.03827615897171199	1	[484]	1	[485]
1314	1	1	0.036915967939421535	1	[486]	1	[487]
1317	1	1	0.05836224905215204	1	[492]	1	[493]
1319	1	1	0.015395749011076987	1	[496]	1	[497]
1322	1	1	0.022515882970765233	1	[502]	1	[503]
1330	1	1	0.05307482392527163	1	[518]	1	[519]
1333	1	1	0.03704210999421775	1	[524]	1	[525]
1338	1	1	0.031702684005722404	1	[534]	1	[535]
1339	1	1	0.06007820006925613	1	[536]	1	[537]
1342	1	1	0.03679256094619632	1	[542]	1	[543]
1343	1	1	0.019930329988710582	1	[544]	1	[545]
1347	1	1	0.058526885928586125	1	[552]	1	[553]
1350	1	1	0.09900549205485731	1	[558]	1	[559]
1353	1	1	0.03030441701412201	1	[564]	1	[565]
1356	1	1	0.02249713195487857	1	[570]	1	[571]
1358	1	1	0.014154128031805158	1	[574]	1	[575]
1360	1	1	0.026549451053142548	1	[578]	1	[579]
1362	1	1	0.008811841020360589	1	[582]	1	[583]
1365	1	1	0.014394004014320672	1	[588]	1	[589]
1371	1	1	0.0266712240409106	1	[600]	1	[601]
1376	1	1	0.05112084501888603	1	[610]	1	[611]
1382	1	1	0.05510549899190664	1	[622]	1	[623]
1398	1	1	0.01988422905560583	1	[654]	1	[655]
1409	1	1	0.02642762300092727	1	[676]	1	[677]
1411	1	1	0.03321274695917964	1	[680]	1	[681]
1413	1	1	0.055007667979225516	1	[684]	1	[685]
1415	1	1	0.007623406942002475	1	[688]	1	[689]
1420	1	1	0.08711632003542036	1	[698]	1	[699]
1421	1	1	0.05161691806279123	1	[700]	1	[701]
1423	1	1	0.07490083191078156	1	[704]	1	[705]
1425	1	1	0.04726764606311917	1	[708]	1	[709]
1433	1	1	0.06968909897841513	1	[724]	1	[725]
1434	1	1	0.027203421108424664	1	[726]	1	[727]
9	2	1	0.0012490469962358475	1	[2]	3	[5,6,7]
10	2	1	0.0032590710325166583	1	[4]	8	[8,9,10,11,12,13,14,15]
33	2	1	0.002494252985343337	1	[20]	7	[35,36,37,38,39,40,41]
36	2	1	0.0023658679565414786	1	[26]	7	[55,56,57,58,59,60,61]
753	2	1	0.0020509270252659917	1	[125]	5	[152,153,154,155,156]
852	2	1	0.002402445999905467	1	[205]	5	[264,265,266,267,268]
853	2	1	0.0018178368918597698	1	[207]	5	[269,270,271,272,273]
858	2	1	0.0019567059352993965	1	[217]	5	[294,295,296,297,298]
865	2	1	0.0018237229669466615	1	[231]	5	[329,330,331,332,333]
867	2	1	0.002001706976443529	1	[235]	5	[339,340,341,342,343]
871	2	1	0.00182537198998034	1	[243]	5	[359,360,361,362,363]
872	2	1	0.0018029370112344623	1	[245]	5	[364,365,366,367,368]
1494	2	1	0.002474850043654442	1	[445]	4	[754,755,756,757]
1499	2	1	0.0016147689893841743	1	[455]	4	[774,775,776,777]
1504	2	1	0.001554852002300322	1	[465]	4	[794,795,796,797]
1505	2	1	0.0018639100017026067	1	[467]	4	[798,799,800,801]
1506	2	1	0.0015770720783621073	1	[469]	4	[802,803,804,805]
1514	2	1	0.0016220110701397061	1	[485]	4	[834,835,836,837]
1515	2	1	0.0017561690183356404	1	[487]	4	[838,839,840,841]
1518	2	1	0.0015987319638952613	1	[493]	4	[850,851,852,853]
1520	2	1	0.0016074100276455283	1	[497]	4	[858,859,860,861]
1523	2	1	0.0017207670025527477	1	[503]	4	[870,871,872,873]
1531	2	1	0.0015367389423772693	1	[519]	4	[902,903,904,905]
1534	2	1	0.0016170319868251681	1	[525]	4	[914,915,916,917]
1539	2	1	0.0016807100037112832	1	[535]	4	[934,935,936,937]
1540	2	1	0.0015694809844717383	1	[537]	4	[938,939,940,941]
1543	2	1	0.0016087839612737298	1	[543]	4	[950,951,952,953]
1544	2	1	0.001724865986034274	1	[545]	4	[954,955,956,957]
1548	2	1	0.0016645260620862246	1	[553]	4	[970,971,972,973]
1551	2	1	0.0016402810579165816	1	[559]	4	[982,983,984,985]
1554	2	1	0.0017348630353808403	1	[565]	4	[994,995,996,997]
1557	2	1	0.0015487390337511897	1	[571]	4	[1006,1007,1008,1009]
1559	2	1	0.0016436079749837518	1	[575]	4	[1014,1015,1016,1017]
1561	2	1	0.0016776788979768753	1	[579]	4	[1022,1023,1024,1025]
1563	2	1	0.0015713738976046443	1	[583]	4	[1030,1031,1032,1033]
1566	2	1	0.0015531530370935798	1	[589]	4	[1042,1043,1044,1045]
1572	2	1	0.0017406799597665668	1	[601]	4	[1066,1067,1068,1069]
1577	2	1	0.002487454912625253	1	[611]	3	[1082,1083,1084]
1583	2	1	0.001341500086709857	1	[623]	3	[1100,1101,1102]
1599	2	1	0.001265979022718966	1	[655]	3	[1148,1149,1150]
1610	2	1	0.001471185008995235	1	[677]	3	[1181,1182,1183]
1612	2	1	0.0013181220274418592	1	[681]	3	[1187,1188,1189]
1614	2	1	0.0014012459432706237	1	[685]	3	[1193,1194,1195]
1616	2	1	0.001369100995361805	1	[689]	3	[1199,1200,1201]
1621	2	1	0.0015157880261540413	1	[699]	3	[1214,1215,1216]
1622	2	1	0.0014143009902909398	1	[701]	3	[1217,1218,1219]
1624	2	1	0.0012309580342844129	1	[705]	3	[1223,1224,1225]
1626	2	1	0.0013589509762823582	1	[709]	3	[1228,1229,1230]
1634	2	1	0.0014988749753683805	1	[725]	3	[1252,1253,1254]
1635	2	1	0.0012788180029019713	1	[727]	3	[1255,1256,1257]
10255	3	1	0.2238646870246157	204	[5,6,7,8,9,10,11,12,13,14,15,35,36,37,38,39,40,41,55,56,57,58,59,60,61,152,153,154,155,156,264,265,266,267,268,269,270,271,272,273,294,295,296,297,298,329,330,331,332,333,339,340,341,342,343,359,360,361,362,363,364,365,366,367,368,754,755,756,757,774,775,776,777,794,795,796,797,798,799,800,801,802,803,804,805,834,835,836,837,838,839,840,841,850,851,852,853,858,859,860,861,870,871,872,873,902,903,904,905,914,915,916,917,934,935,936,937,938,939,940,941,950,951,952,953,954,955,956,957,970,971,972,973,982,983,984,985,994,995,996,997,1006,1007,1008,1009,1014,1015,1016,1017,1022,1023,1024,1025,1030,1031,1032,1033,1042,1043,1044,1045,1066,1067,1068,1069,1082,1083,1084,1100,1101,1102,1148,1149,1150,1181,1182,1183,1187,1188,1189,1193,1194,1195,1199,1200,1201,1214,1215,1216,1217,1218,1219,1223,1224,1225,1228,1229,1230,1252,1253,1254,1255,1256,1257]	1	[16]
10256	3	1	0.794409379013814	204	[5,6,7,8,9,10,11,12,13,14,15,35,36,37,38,39,40,41,55,56,57,58,59,60,61,152,153,154,155,156,264,265,266,267,268,269,270,271,272,273,294,295,296,297,298,329,330,331,332,333,339,340,341,342,343,359,360,361,362,363,364,365,366,367,368,754,755,756,757,774,775,776,777,794,795,796,797,798,799,800,801,802,803,804,805,834,835,836,837,838,839,840,841,850,851,852,853,858,859,860,861,870,871,872,873,902,903,904,905,914,915,916,917,934,935,936,937,938,939,940,941,950,951,952,953,954,955,956,957,970,971,972,973,982,983,984,985,994,995,996,997,1006,1007,1008,1009,1014,1015,1016,1017,1022,1023,1024,1025,1030,1031,1032,1033,1042,1043,1044,1045,1066,1067,1068,1069,1082,1083,1084,1100,1101,1102,1148,1149,1150,1181,1182,1183,1187,1188,1189,1193,1194,1195,1199,1200,1201,1214,1215,1216,1217,1218,1219,1223,1224,1225,1228,1229,1230,1252,1253,1254,1255,1256,1257]	1	[17]
10257	3	1	0.5763378359843045	204	[5,6,7,8,9,10,11,12,13,14,15,35,36,37,38,39,40,41,55,56,57,58,59,60,61,152,153,154,155,156,264,265,266,267,268,269,270,271,272,273,294,295,296,297,298,329,330,331,332,333,339,340,341,342,343,359,360,361,362,363,364,365,366,367,368,754,755,756,757,774,775,776,777,794,795,796,797,798,799,800,801,802,803,804,805,834,835,836,837,838,839,840,841,850,851,852,853,858,859,860,861,870,871,872,873,902,903,904,905,914,915,916,917,934,935,936,937,938,939,940,941,950,951,952,953,954,955,956,957,970,971,972,973,982,983,984,985,994,995,996,997,1006,1007,1008,1009,1014,1015,1016,1017,1022,1023,1024,1025,1030,1031,1032,1033,1042,1043,1044,1045,1066,1067,1068,1069,1082,1083,1084,1100,1101,1102,1148,1149,1150,1181,1182,1183,1187,1188,1189,1193,1194,1195,1199,1200,1201,1214,1215,1216,1217,1218,1219,1223,1224,1225,1228,1229,1230,1252,1253,1254,1255,1256,1257]	1	[91]
10258	3	1	0.5567045439966023	204	[5,6,7,8,9,10,11,12,13,14,15,35,36,37,38,39,40,41,55,56,57,58,59,60,61,152,153,154,155,156,264,265,266,267,268,269,270,271,272,273,294,295,296,297,298,329,330,331,332,333,339,340,341,342,343,359,360,361,362,363,364,365,366,367,368,754,755,756,757,774,775,776,777,794,795,796,797,798,799,800,801,802,803,804,805,834,835,836,837,838,839,840,841,850,851,852,853,858,859,860,861,870,871,872,873,902,903,904,905,914,915,916,917,934,935,936,937,938,939,940,941,950,951,952,953,954,955,956,957,970,971,972,973,982,983,984,985,994,995,996,997,1006,1007,1008,1009,1014,1015,1016,1017,1022,1023,1024,1025,1030,1031,1032,1033,1042,1043,1044,1045,1066,1067,1068,1069,1082,1083,1084,1100,1101,1102,1148,1149,1150,1181,1182,1183,1187,1188,1189,1193,1194,1195,1199,1200,1201,1214,1215,1216,1217,1218,1219,1223,1224,1225,1228,1229,1230,1252,1253,1254,1255,1256,1257]	1	[94]
10259	3	1	0.39515812997706234	204	[5,6,7,8,9,10,11,12,13,14,15,35,36,37,38,39,40,41,55,56,57,58,59,60,61,152,153,154,155,156,264,265,266,267,268,269,270,271,272,273,294,295,296,297,298,329,330,331,332,333,339,340,341,342,343,359,360,361,362,363,364,365,366,367,368,754,755,756,757,774,775,776,777,794,795,796,797,798,799,800,801,802,803,804,805,834,835,836,837,838,839,840,841,850,851,852,853,858,859,860,861,870,871,872,873,902,903,904,905,914,915,916,917,934,935,936,937,938,939,940,941,950,951,952,953,954,955,956,957,970,971,972,973,982,983,984,985,994,995,996,997,1006,1007,1008,1009,1014,1015,1016,1017,1022,1023,1024,1025,1030,1031,1032,1033,1042,1043,1044,1045,1066,1067,1068,1069,1082,1083,1084,1100,1101,1102,1148,1149,1150,1181,1182,1183,1187,1188,1189,1193,1194,1195,1199,1200,1201,1214,1215,1216,1217,1218,1219,1223,1224,1225,1228,1229,1230,1252,1253,1254,1255,1256,1257]	1	[195]
