#<#tasks> <#config> <#data> <#vms> <#buckets> <#bucket_ranges> <max_running_time> <max_financial_cost>
136	5	314	5	1	3	2008.4050846467837	0.0364270406211

#<task_id> <activity_id> <task_type__0-VM__1-VM_FX> <vm_cpu_time> <n_input> [<id_input>...] <n_output> [<id_output>...]
1	1	1	0.007053623907268047	1	[1]	1	[2]
23	1	1	0.04627377795986831	1	[19]	1	[20]
27	1	1	0.035173387033864856	1	[27]	1	[28]
29	1	1	0.034055436961352825	1	[31]	1	[32]
736	1	1	0.05138747300952673	1	[130]	1	[131]
812	1	1	0.06161287100985646	1	[224]	1	[225]
818	1	1	0.01799765508621931	1	[236]	1	[237]
823	1	1	0.04705986683256924	1	[246]	1	[247]
828	1	1	0.10547980410046875	1	[256]	1	[257]
829	1	1	0.10021761595271528	1	[258]	1	[259]
1292	1	1	0.01480263308621943	1	[442]	1	[443]
1299	1	1	0.01868374296464026	1	[456]	1	[457]
1306	1	1	0.05332850106060505	1	[470]	1	[471]
1312	1	1	0.04022586112841964	1	[482]	1	[483]
1315	1	1	0.023231469793245196	1	[488]	1	[489]
1316	1	1	0.030029146000742912	1	[490]	1	[491]
1322	1	1	0.029161887941882014	1	[502]	1	[503]
1327	1	1	0.015879349084571004	1	[512]	1	[513]
1328	1	1	0.11116579896770418	1	[514]	1	[515]
1330	1	1	0.06790607701987028	1	[518]	1	[519]
1339	1	1	0.07585631404072046	1	[536]	1	[537]
1345	1	1	0.01834602700546384	1	[548]	1	[549]
1349	1	1	0.050850717118009925	1	[556]	1	[557]
1350	1	1	0.12571051018312573	1	[558]	1	[559]
1353	1	1	0.038392483023926616	1	[564]	1	[565]
1357	1	1	0.058302836026996374	1	[572]	1	[573]
1358	1	1	0.017388796200975776	1	[574]	1	[575]
1362	1	1	0.011029129847884178	1	[582]	1	[583]
1363	1	1	0.009470829972997308	1	[584]	1	[585]
1368	1	1	0.06265346799045801	1	[594]	1	[595]
1370	1	1	0.046719009056687355	1	[598]	1	[599]
1371	1	1	0.03255645092576742	1	[600]	1	[601]
1372	1	1	0.020314352121204138	1	[602]	1	[603]
1373	1	1	0.08583996398374438	1	[604]	1	[605]
1378	1	1	0.04389383108355105	1	[614]	1	[615]
1380	1	1	0.028190681943669915	1	[618]	1	[619]
1388	1	1	0.011008386965841055	1	[634]	1	[635]
1389	1	1	0.06948672607541084	1	[636]	1	[637]
1399	1	1	0.02875239704735577	1	[656]	1	[657]
1414	1	1	0.10381201305426657	1	[686]	1	[687]
1425	1	1	0.03343270509503782	1	[708]	1	[709]
1426	1	1	0.07268288405612111	1	[710]	1	[711]
1429	1	1	0.07624088204465806	1	[716]	1	[717]
1433	1	1	0.08742008707486093	1	[724]	1	[725]
1437	1	1	0.033197717973962426	1	[732]	1	[733]
9	2	1	0.0013306429609656334	1	[2]	3	[5,6,7]
33	2	1	0.0027814218774437904	1	[20]	7	[35,36,37,38,39,40,41]
37	2	1	0.0032764640636742115	1	[28]	8	[62,63,64,65,66,67,68,69]
39	2	1	0.002247527940198779	1	[32]	6	[77,78,79,80,81,82]
756	2	1	0.002043532906100154	1	[131]	5	[168,169,170,171,172]
862	2	1	0.0019235080108046532	1	[225]	5	[314,315,316,317,318]
868	2	1	0.0022186869755387306	1	[237]	5	[344,345,346,347,348]
873	2	1	0.002430266933515668	1	[247]	4	[369,370,371,372]
878	2	1	0.0016966259572654963	1	[257]	4	[389,390,391,392]
879	2	1	0.0015938410069793463	1	[259]	4	[393,394,395,396]
1493	2	1	0.0017965028528124094	1	[443]	4	[750,751,752,753]
1500	2	1	0.0016103510279208422	1	[457]	4	[778,779,780,781]
1507	2	1	0.0015891860239207745	1	[471]	4	[806,807,808,809]
1513	2	1	0.0017556741368025541	1	[483]	4	[830,831,832,833]
1516	2	1	0.0016896009910851717	1	[489]	4	[842,843,844,845]
1517	2	1	0.001429795054718852	1	[491]	4	[846,847,848,849]
1523	2	1	0.0020062949042767286	1	[503]	4	[870,871,872,873]
1528	2	1	0.001635299064218998	1	[513]	4	[890,891,892,893]
1529	2	1	0.002326213987544179	1	[515]	4	[894,895,896,897]
1531	2	1	0.0018039769493043423	1	[519]	4	[902,903,904,905]
1540	2	1	0.001577754970639944	1	[537]	4	[938,939,940,941]
1546	2	1	0.0017695159185677767	1	[549]	4	[962,963,964,965]
1550	2	1	0.001814875053241849	1	[557]	4	[978,979,980,981]
1551	2	1	0.0016854607965797186	1	[559]	4	[982,983,984,985]
1554	2	1	0.0017192179802805185	1	[565]	4	[994,995,996,997]
1558	2	1	0.0016882980708032846	1	[573]	4	[1010,1011,1012,1013]
1559	2	1	0.001605616882443428	1	[575]	4	[1014,1015,1016,1017]
1563	2	1	0.0015568479429930449	1	[583]	4	[1030,1031,1032,1033]
1564	2	1	0.0017553819343447685	1	[585]	4	[1034,1035,1036,1037]
1569	2	1	0.0018805430736392736	1	[595]	4	[1054,1055,1056,1057]
1571	2	1	0.0028495469596236944	1	[599]	4	[1062,1063,1064,1065]
1572	2	1	0.0017777979373931885	1	[601]	4	[1066,1067,1068,1069]
1573	2	1	0.0014483500272035599	1	[603]	3	[1070,1071,1072]
1574	2	1	0.0013794319238513708	1	[605]	3	[1073,1074,1075]
1579	2	1	0.0013023251667618752	1	[615]	3	[1088,1089,1090]
1581	2	1	0.0013914208393543959	1	[619]	3	[1094,1095,1096]
1589	2	1	0.0013344839680939913	1	[635]	3	[1118,1119,1120]
1590	2	1	0.0013672409113496542	1	[637]	3	[1121,1122,1123]
1600	2	1	0.0014644218608736992	1	[657]	3	[1151,1152,1153]
1615	2	1	0.001543243881314993	1	[687]	3	[1196,1197,1198]
1626	2	1	0.0014325289521366358	1	[709]	3	[1228,1229,1230]
1627	2	1	0.0015194709412753582	1	[711]	3	[1231,1232,1233]
1630	2	1	0.001337711000815034	1	[717]	3	[1240,1241,1242]
1634	2	1	0.001759601989760995	1	[725]	3	[1252,1253,1254]
1638	2	1	0.0014456829521805048	1	[733]	3	[1264,1265,1266]
14722	3	1	0.25876456894911826	178	[5,6,7,35,36,37,38,39,40,41,62,63,64,65,66,67,68,69,77,78,79,80,81,82,168,169,170,171,172,314,315,316,317,318,344,345,346,347,348,369,370,371,372,389,390,391,392,393,394,395,396,750,751,752,753,778,779,780,781,806,807,808,809,830,831,832,833,842,843,844,845,846,847,848,849,870,871,872,873,890,891,892,893,894,895,896,897,902,903,904,905,938,939,940,941,962,963,964,965,978,979,980,981,982,983,984,985,994,995,996,997,1010,1011,1012,1013,1014,1015,1016,1017,1030,1031,1032,1033,1034,1035,1036,1037,1054,1055,1056,1057,1062,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1088,1089,1090,1094,1095,1096,1118,1119,1120,1121,1122,1123,1151,1152,1153,1196,1197,1198,1228,1229,1230,1231,1232,1233,1240,1241,1242,1252,1253,1254,1264,1265,1266]	1	[16]
14723	3	1	0.916587873827666	178	[5,6,7,35,36,37,38,39,40,41,62,63,64,65,66,67,68,69,77,78,79,80,81,82,168,169,170,171,172,314,315,316,317,318,344,345,346,347,348,369,370,371,372,389,390,391,392,393,394,395,396,750,751,752,753,778,779,780,781,806,807,808,809,830,831,832,833,842,843,844,845,846,847,848,849,870,871,872,873,890,891,892,893,894,895,896,897,902,903,904,905,938,939,940,941,962,963,964,965,978,979,980,981,982,983,984,985,994,995,996,997,1010,1011,1012,1013,1014,1015,1016,1017,1030,1031,1032,1033,1034,1035,1036,1037,1054,1055,1056,1057,1062,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1088,1089,1090,1094,1095,1096,1118,1119,1120,1121,1122,1123,1151,1152,1153,1196,1197,1198,1228,1229,1230,1231,1232,1233,1240,1241,1242,1252,1253,1254,1264,1265,1266]	1	[1427]
14724	3	1	0.6643884649965912	178	[5,6,7,35,36,37,38,39,40,41,62,63,64,65,66,67,68,69,77,78,79,80,81,82,168,169,170,171,172,314,315,316,317,318,344,345,346,347,348,369,370,371,372,389,390,391,392,393,394,395,396,750,751,752,753,778,779,780,781,806,807,808,809,830,831,832,833,842,843,844,845,846,847,848,849,870,871,872,873,890,891,892,893,894,895,896,897,902,903,904,905,938,939,940,941,962,963,964,965,978,979,980,981,982,983,984,985,994,995,996,997,1010,1011,1012,1013,1014,1015,1016,1017,1030,1031,1032,1033,1034,1035,1036,1037,1054,1055,1056,1057,1062,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1088,1089,1090,1094,1095,1096,1118,1119,1120,1121,1122,1123,1151,1152,1153,1196,1197,1198,1228,1229,1230,1231,1232,1233,1240,1241,1242,1252,1253,1254,1264,1265,1266]	1	[91]
14725	3	1	0.574078194797039	178	[5,6,7,35,36,37,38,39,40,41,62,63,64,65,66,67,68,69,77,78,79,80,81,82,168,169,170,171,172,314,315,316,317,318,344,345,346,347,348,369,370,371,372,389,390,391,392,393,394,395,396,750,751,752,753,778,779,780,781,806,807,808,809,830,831,832,833,842,843,844,845,846,847,848,849,870,871,872,873,890,891,892,893,894,895,896,897,902,903,904,905,938,939,940,941,962,963,964,965,978,979,980,981,982,983,984,985,994,995,996,997,1010,1011,1012,1013,1014,1015,1016,1017,1030,1031,1032,1033,1034,1035,1036,1037,1054,1055,1056,1057,1062,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1088,1089,1090,1094,1095,1096,1118,1119,1120,1121,1122,1123,1151,1152,1153,1196,1197,1198,1228,1229,1230,1231,1232,1233,1240,1241,1242,1252,1253,1254,1264,1265,1266]	1	[97]
14726	3	1	0.45078776590526104	178	[5,6,7,35,36,37,38,39,40,41,62,63,64,65,66,67,68,69,77,78,79,80,81,82,168,169,170,171,172,314,315,316,317,318,344,345,346,347,348,369,370,371,372,389,390,391,392,393,394,395,396,750,751,752,753,778,779,780,781,806,807,808,809,830,831,832,833,842,843,844,845,846,847,848,849,870,871,872,873,890,891,892,893,894,895,896,897,902,903,904,905,938,939,940,941,962,963,964,965,978,979,980,981,982,983,984,985,994,995,996,997,1010,1011,1012,1013,1014,1015,1016,1017,1030,1031,1032,1033,1034,1035,1036,1037,1054,1055,1056,1057,1062,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1088,1089,1090,1094,1095,1096,1118,1119,1120,1121,1122,1123,1151,1152,1153,1196,1197,1198,1228,1229,1230,1231,1232,1233,1240,1241,1242,1252,1253,1254,1264,1265,1266]	1	[198]
14727	3	1	0.45492944517172873	178	[5,6,7,35,36,37,38,39,40,41,62,63,64,65,66,67,68,69,77,78,79,80,81,82,168,169,170,171,172,314,315,316,317,318,344,345,346,347,348,369,370,371,372,389,390,391,392,393,394,395,396,750,751,752,753,778,779,780,781,806,807,808,809,830,831,832,833,842,843,844,845,846,847,848,849,870,871,872,873,890,891,892,893,894,895,896,897,902,903,904,905,938,939,940,941,962,963,964,965,978,979,980,981,982,983,984,985,994,995,996,997,1010,1011,1012,1013,1014,1015,1016,1017,1030,1031,1032,1033,1034,1035,1036,1037,1054,1055,1056,1057,1062,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1088,1089,1090,1094,1095,1096,1118,1119,1120,1121,1122,1123,1151,1152,1153,1196,1197,1198,1228,1229,1230,1231,1232,1233,1240,1241,1242,1252,1253,1254,1264,1265,1266]	1	[415]
14728	3	1	0.4825786091387272	178	[5,6,7,35,36,37,38,39,40,41,62,63,64,65,66,67,68,69,77,78,79,80,81,82,168,169,170,171,172,314,315,316,317,318,344,345,346,347,348,369,370,371,372,389,390,391,392,393,394,395,396,750,751,752,753,778,779,780,781,806,807,808,809,830,831,832,833,842,843,844,845,846,847,848,849,870,871,872,873,890,891,892,893,894,895,896,897,902,903,904,905,938,939,940,941,962,963,964,965,978,979,980,981,982,983,984,985,994,995,996,997,1010,1011,1012,1013,1014,1015,1016,1017,1030,1031,1032,1033,1034,1035,1036,1037,1054,1055,1056,1057,1062,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1088,1089,1090,1094,1095,1096,1118,1119,1120,1121,1122,1123,1151,1152,1153,1196,1197,1198,1228,1229,1230,1231,1232,1233,1240,1241,1242,1252,1253,1254,1264,1265,1266]	1	[421]
