#<#tasks> <#config> <#data> <#vms> <#buckets> <#bucket_ranges> <max_running_time> <max_financial_cost>
271	5	691	5	1	3	5356.231879999997	0.01509295674412

#<task_id> <activity_id> <task_type__0-VM__1-VM_FX> <vm_cpu_time> <n_input> [<id_input>...] <n_output> [<id_output>...]
1	1	1	0.007527305000166962	1	[1]	1	[2]
2	1	1	0.035202665999804594	1	[3]	1	[4]
23	1	1	0.04554524400009541	1	[19]	1	[20]
24	1	1	0.016333260999999766	1	[21]	1	[22]
25	1	1	0.05381797400013966	1	[23]	1	[24]
26	1	1	0.06904928100038887	1	[25]	1	[26]
27	1	1	0.03500661399993987	1	[27]	1	[28]
28	1	1	0.049125718000141205	1	[29]	1	[30]
29	1	1	0.033731333000105224	1	[31]	1	[32]
30	1	1	0.057016105000002426	1	[33]	1	[34]
731	1	1	0.03244053999969765	1	[120]	1	[121]
732	1	1	0.01809052199996586	1	[122]	1	[123]
733	1	1	0.021974793000026693	1	[124]	1	[125]
734	1	1	0.028636313999868435	1	[126]	1	[127]
735	1	1	0.09590063199993892	1	[128]	1	[129]
736	1	1	0.05066021499987983	1	[130]	1	[131]
737	1	1	0.02988813100000698	1	[132]	1	[133]
738	1	1	0.06335464799985857	1	[134]	1	[135]
739	1	1	0.036923887000284594	1	[136]	1	[137]
740	1	1	0.033233690000088245	1	[138]	1	[139]
802	1	1	0.034051165000164474	1	[204]	1	[205]
803	1	1	0.029157395000311226	1	[206]	1	[207]
804	1	1	0.039133341000251676	1	[208]	1	[209]
805	1	1	0.042752921000101196	1	[210]	1	[211]
806	1	1	0.06174368600022717	1	[212]	1	[213]
807	1	1	0.05558561599991663	1	[214]	1	[215]
808	1	1	0.05619739000030677	1	[216]	1	[217]
809	1	1	0.0789630889998989	1	[218]	1	[219]
810	1	1	0.05739647900009004	1	[220]	1	[221]
811	1	1	0.05767248500023925	1	[222]	1	[223]
812	1	1	0.06304407899961006	1	[224]	1	[225]
813	1	1	0.07015786499960086	1	[226]	1	[227]
814	1	1	0.0650077909999709	1	[228]	1	[229]
815	1	1	0.04439262799996868	1	[230]	1	[231]
816	1	1	0.04200061400024424	1	[232]	1	[233]
817	1	1	0.00877542700027334	1	[234]	1	[235]
818	1	1	0.019001771999683115	1	[236]	1	[237]
819	1	1	0.033970114999647194	1	[238]	1	[239]
820	1	1	0.04440896999994948	1	[240]	1	[241]
821	1	1	0.06327691099977528	1	[242]	1	[243]
822	1	1	0.04759211099963068	1	[244]	1	[245]
823	1	1	0.04824153600020509	1	[246]	1	[247]
824	1	1	0.03363877199990384	1	[248]	1	[249]
825	1	1	0.011027950999960012	1	[250]	1	[251]
826	1	1	0.024370997000005445	1	[252]	1	[253]
827	1	1	0.05512752200002069	1	[254]	1	[255]
828	1	1	0.10841274399990652	1	[256]	1	[257]
829	1	1	0.10082623200014496	1	[258]	1	[259]
830	1	1	0.03273337599966908	1	[260]	1	[261]
831	1	1	0.09136133499987409	1	[262]	1	[263]
1289	1	1	0.048655046000021684	1	[436]	1	[437]
1290	1	1	0.027753954000218073	1	[438]	1	[439]
1291	1	1	0.05769522499986124	1	[440]	1	[441]
1292	1	1	0.01466410300008647	1	[442]	1	[443]
1293	1	1	0.055397729000105755	1	[444]	1	[445]
1294	1	1	0.08366991200000484	1	[446]	1	[447]
1295	1	1	0.05500876300038726	1	[448]	1	[449]
1296	1	1	0.032303956000305334	1	[450]	1	[451]
1297	1	1	0.03562812800009851	1	[452]	1	[453]
1298	1	1	0.013995989999784797	1	[454]	1	[455]
1299	1	1	0.019713841999873694	1	[456]	1	[457]
1300	1	1	0.041587126000194985	1	[458]	1	[459]
1301	1	1	0.03280260600013207	1	[460]	1	[461]
1302	1	1	0.05166377999967153	1	[462]	1	[463]
1303	1	1	0.020709813999928883	1	[464]	1	[465]
1304	1	1	0.031287973999951646	1	[466]	1	[467]
1305	1	1	0.03078480900012437	1	[468]	1	[469]
1306	1	1	0.05410798499997327	1	[470]	1	[471]
1307	1	1	0.06396135100021638	1	[472]	1	[473]
1308	1	1	0.0727124840000215	1	[474]	1	[475]
1309	1	1	0.03994294800031639	1	[476]	1	[477]
1310	1	1	0.04564421300028698	1	[478]	1	[479]
1311	1	1	0.02294366500018441	1	[480]	1	[481]
1312	1	1	0.03845342899967363	1	[482]	1	[483]
1313	1	1	0.047700247000193485	1	[484]	1	[485]
1314	1	1	0.04838101599989386	1	[486]	1	[487]
1315	1	1	0.02562762399975327	1	[488]	1	[489]
1316	1	1	0.02686499699984779	1	[490]	1	[491]
1317	1	1	0.07538161100001162	1	[492]	1	[493]
1318	1	1	0.09288962399978118	1	[494]	1	[495]
1319	1	1	0.022251714000049105	1	[496]	1	[497]
1320	1	1	0.02841002400009529	1	[498]	1	[499]
1321	1	1	0.05593425799997931	1	[500]	1	[501]
1322	1	1	0.029874298000322597	1	[502]	1	[503]
1323	1	1	0.10638427200001388	1	[504]	1	[505]
1324	1	1	0.032586655000159226	1	[506]	1	[507]
1325	1	1	0.054582616000061535	1	[508]	1	[509]
1326	1	1	0.04125656099995467	1	[510]	1	[511]
1327	1	1	0.01715647299988632	1	[512]	1	[513]
1328	1	1	0.11341738299961435	1	[514]	1	[515]
9	2	1	0.0014733289999639965	1	[2]	3	[5,6,7]
10	2	1	0.0035364860000299814	1	[4]	8	[8,9,10,11,12,13,14,15]
33	2	1	0.0033495030002086423	1	[20]	7	[35,36,37,38,39,40,41]
34	2	1	0.0029284670004017244	1	[22]	6	[42,43,44,45,46,47]
35	2	1	0.003151095999783138	1	[24]	7	[48,49,50,51,52,53,54]
36	2	1	0.0033940960001928033	1	[26]	7	[55,56,57,58,59,60,61]
